event_timestamp,interaction_type,item_id,consumer_id,consumer_session_id,consumer_device_info,consumer_location,country
1466034854,content_watched,-4205346868684833897,-1387464358334758758,5111485313337394011,Android - Native Mobile App,SP,BR
1466034403,content_watched,-4205346868684833897,-1387464358334758758,5111485313337394011,Android - Native Mobile App,SP,BR
1466033932,content_watched,7276478113479207148,3609194402293569455,-5431306901276377931,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0,SP,BR
1466034236,content_watched,-4205346868684833897,-1387464358334758758,5111485313337394011,Android - Native Mobile App,SP,BR
1466034456,content_commented_on,-4205346868684833897,-1387464358334758758,5111485313337394011,,,
1466034895,content_commented_on,-4205346868684833897,-1387464358334758758,5111485313337394011,,,
1466033622,content_watched,3492139128548911513,-8424644554119645763,-1573551387441998743,,,
1466034855,content_watched,-4205346868684833897,-1387464358334758758,5111485313337394011,,,
1466033617,content_watched,3492139128548911513,-8424644554119645763,-1573551387441998743,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1466034780,content_watched,-4205346868684833897,-1032019229384696495,-5537786999103108189,,,
1466034780,content_watched,-4205346868684833897,-1032019229384696495,-5537786999103108189,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.33 Safari/537.36",NY,US
1466034466,content_watched,-4205346868684833897,-1387464358334758758,5111485313337394011,Android - Native Mobile App,SP,BR
1466034457,content_followed,-4205346868684833897,-1387464358334758758,5111485313337394011,,,
1466033937,content_watched,7276478113479207148,3609194402293569455,-5431306901276377931,,,
1466034818,content_commented_on,-4205346868684833897,-1032019229384696495,-5537786999103108189,,,
1466034237,content_watched,-4205346868684833897,-1387464358334758758,5111485313337394011,,,
1460566380,content_liked,3727587882617538492,-1602833675167376798,6423946716608697521,,,
1460566003,content_watched,-692972306229904743,-1602833675167376798,6423946716608697521,Android - Native Mobile App,SP,BR
1460566746,content_watched,-7777013191403056825,5621833459783231486,-5286822267520919579,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1460566250,content_watched,-4615575698508618335,-2626634673110551643,-8667089667511961357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566179,content_watched,3727587882617538492,-1602833675167376798,6423946716608697521,Android - Native Mobile App,SP,BR
1460566517,content_followed,4761910285123871012,-108842214936804958,-9137723263631808218,,,
1460566919,content_watched,4761910285123871012,-6153009241569363021,5535103204328988707,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR
1460568722,content_watched,5688279681867464747,-4585796377251906117,-781311598216662665,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566378,content_watched,3727587882617538492,-1602833675167376798,6423946716608697521,Android - Native Mobile App,SP,BR
1460566382,content_watched,3727587882617538492,-1602833675167376798,6423946716608697521,Android - Native Mobile App,SP,BR
1460566210,content_watched,4761910285123871012,-108842214936804958,-9137723263631808218,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567442,content_watched,-1470592927114056630,-2339455719722814827,-1789899936957554863,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",CA,US
1460566763,content_watched,3172866488852888544,5621833459783231486,-5286822267520919579,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1460566388,content_watched,-692972306229904743,-1602833675167376798,6423946716608697521,Android - Native Mobile App,SP,BR
1460569552,content_watched,-2261845840076552387,4340306774493623681,6173407106018486716,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566765,content_watched,-998818216447049475,5621833459783231486,-5286822267520919579,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1460566421,content_watched,4761910285123871012,5683029675627635125,-7044888500585609425,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567374,content_watched,-2181071289972835602,-1443636648652872475,-7298018010644449122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460570095,content_watched,1964631817676172382,3891637997717104548,-8565657953856638124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1460566310,content_watched,4761910285123871012,-108842214936804958,-9137723263631808218,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566083,content_watched,-8418620743404378592,-2050699458865052139,439898712475129302,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1460565500,content_watched,4761910285123871012,3429602690322213789,-809468356280474688,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1460566206,content_watched,1431351528207086249,-2626634673110551643,-8667089667511961357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566393,content_liked,-692972306229904743,-1602833675167376798,6423946716608697521,,,
1460570179,content_watched,-8971085667828564532,-1443636648652872475,-7298018010644449122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460568694,content_watched,-2181071289972835602,-1443636648652872475,-7298018010644449122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460568778,content_watched,-2261845840076552387,4340306774493623681,6173407106018486716,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567399,content_watched,-5557505576293652420,-2772844562500836582,-4457986168060768634,Android - Native Mobile App,SP,BR
1460566878,content_watched,4761910285123871012,-108842214936804958,-9137723263631808218,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566292,content_watched,4761910285123871012,-108842214936804958,-9137723263631808218,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566207,content_watched,3727587882617538492,-2626634673110551643,-8667089667511961357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566206,content_watched,-692972306229904743,-2626634673110551643,-8667089667511961357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566206,content_watched,5508043659570633487,-2626634673110551643,-8667089667511961357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566293,content_watched,4761910285123871012,-108842214936804958,-9137723263631808218,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567399,content_saved,-5557505576293652420,-2772844562500836582,-4457986168060768634,,,
1460570192,content_watched,-8971085667828564532,3891637997717104548,-8565657953856638124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1460567332,content_watched,5189433264884433830,-1443636648652872475,-7298018010644449122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566204,content_watched,2871648046424590878,-2626634673110551643,-8667089667511961357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460566250,content_watched,4761910285123871012,-2626634673110551643,-8667089667511961357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460567358,content_watched,-2181071289972835602,-1443636648652872475,-7298018010644449122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566338,content_watched,4761910285123871012,22763587941636338,8220381656795849008,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",SP,BR
1460567854,content_watched,-7681408188643141872,-1602833675167376798,6423946716608697521,Android - Native Mobile App,SP,BR
1460566206,content_watched,5772565485432112058,-2626634673110551643,-8667089667511961357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",GA,US
1460568041,content_watched,5688279681867464747,-108842214936804958,-9137723263631808218,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567257,content_watched,4761910285123871012,-1443636648652872475,-7298018010644449122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460567364,content_watched,-5799839529845993396,-7990997793599977496,7067673531677086296,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460570194,content_watched,3564394485543941353,-1443636648652872475,-7298018010644449122,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460566506,content_watched,5772565485432112058,5683029675627635125,-7044888500585609425,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460569153,content_watched,-8497895589300643949,3094513233385472738,7374522668302405110,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1460569522,content_commented_on,-2261845840076552387,4340306774493623681,6173407106018486716,,,
1460567995,content_watched,5688279681867464747,-108842214936804958,-9137723263631808218,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1460568099,content_commented_on,5688279681867464747,-108842214936804958,-9137723263631808218,,,
1463321913,content_watched,-4095842175692097942,-6998647087289883231,-156571665009586733,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36",?,JP
1463321788,content_watched,-9073210245497295284,-1443636648652872475,3388881300748236251,Android - Native Mobile App,SP,BR
1463320644,content_watched,-7331393944609614247,-1443636648652872475,3388881300748236251,Android - Native Mobile App,SP,BR
1463322076,content_commented_on,-7331393944609614247,8766802480854827422,-4607175943994661761,,,
1463321888,content_watched,-7331393944609614247,8766802480854827422,-4607175943994661761,Android - Native Mobile App,NJ,US
1463321913,content_watched,-6858240061363309239,-1443636648652872475,3388881300748236251,Android - Native Mobile App,SP,BR
1463322037,content_liked,-7331393944609614247,8766802480854827422,-4607175943994661761,,,
1461604372,content_watched,-7879096649194981370,5404470824348262768,803185585682709996,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461603526,content_watched,-9192549002213406534,-1994081661238157543,-5660097964519235108,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461602131,content_watched,-7613994611628693820,-7496361692498935601,-4034698691193580645,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461601860,content_watched,5152069678055228801,-1367575386492755119,2834633564847715395,Android - Native Mobile App,RJ,BR
1461602493,content_watched,5152069678055228801,-1367575386492755119,2834633564847715395,Android - Native Mobile App,RJ,BR
1461601312,content_watched,-5636731245639685654,4947619689618669252,2138143184630298866,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461604263,content_watched,-7879096649194981370,5404470824348262768,803185585682709996,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461601382,content_watched,7229629480273331039,693665567872370395,-8524775822736283592,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461603158,content_watched,7620697593009487898,5127372011815639401,-6208148122022567282,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461601885,content_watched,-7613994611628693820,-2511855597392146401,8986576492154543632,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461601421,content_watched,7620697593009487898,2766187446275090740,9169285383888565280,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR
1461603707,content_watched,-5636731245639685654,-6668715715951053690,-3825903743364193966,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",MG,BR
1461601916,content_watched,-5636731245639685654,1120069409160402054,8212682996424110552,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",SP,BR
1461603338,content_watched,-5636731245639685654,2111379813881770134,6792092172546940913,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461601991,content_watched,4307023751244532288,-2511855597392146401,8986576492154543632,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461603354,content_liked,-5636731245639685654,2111379813881770134,6792092172546940913,,,
1461600981,content_watched,7494490104520466117,670878778036881163,5907373158501558694,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461603162,content_watched,-3760006690401014603,5127372011815639401,-6208148122022567282,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461603161,content_liked,-3760006690401014603,5127372011815639401,-6208148122022567282,,,
1461603915,content_watched,3929262240746146680,-108842214936804958,-7800796105789378996,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461602254,content_liked,-7613994611628693820,-7496361692498935601,-4034698691193580645,,,
1465846035,content_watched,-861913102049789637,-3390049372067052505,-6740525402494438080,,,
1465846643,content_watched,1618055575277164008,3165343501485572509,-417401146277788453,,,
1465843831,content_watched,-8518096793350810174,-8306418824693202277,1799086129333801625,,,
1465846347,content_watched,3151804887212279872,3636910968448833585,9055424356075682444,,,
1465847832,content_watched,2048657552251060795,-2626634673110551643,3352105637187652850,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",GA,US
1465846653,content_watched,3269302169678465882,3636910968448833585,9055424356075682444,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",TX,US
1465847801,content_watched,-4228415104574264137,-9016528795238256703,6922540700433450592,,,
1465844843,content_watched,-8518096793350810174,3636910968448833585,9055424356075682444,,,
1465847669,content_watched,5206308811707978799,-1032019229384696495,-4176530619806596253,,,
1465846034,content_watched,-861913102049789637,-3390049372067052505,-6740525402494438080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465844042,content_watched,-4070599188332885701,6935578859207277054,-1345095957691201886,,,
1465844365,content_watched,5964888566269323942,3915038251784681624,-617324242759396469,,,
1465846859,content_watched,8657408509986329668,8239286975497580612,8163376774184337937,,,
1465843830,content_watched,-8518096793350810174,-8306418824693202277,1799086129333801625,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1465846678,content_liked,1618055575277164008,3165343501485572509,-417401146277788453,,,
1465843988,content_watched,-1046621686880462790,7584856762328012632,3546312890703794559,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
1465847839,content_watched,-8518096793350810174,7565903375902761063,-6482116371040266703,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
1465844511,content_watched,3611701510490148233,-3390049372067052505,-6740525402494438080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1465846643,content_watched,1618055575277164008,3165343501485572509,-417401146277788453,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",SP,BR
